  Conway's Game of Life Data 
  Format: Iteration number, total number of living cells, total number of dead cells, cells born this generation, no of cells that died this generation, activity * 100000 
2115,145615,214385,14966,14819,101
2116,145758,214242,15072,14929,98
2117,145670,214330,15010,15098,-60
2118,145793,214207,15019,14896,84
2119,145764,214236,15014,15043,-19
2120,145981,214019,15225,15008,148
2121,145591,214409,14939,15329,-267
2122,145528,214472,15045,15108,-43
2123,145560,214440,15080,15048,21
2124,145724,214276,15045,14881,112
2125,145821,214179,15056,14959,66
2126,145457,214543,14820,15184,-249
2127,145803,214197,15181,14835,237
2128,145715,214285,15080,15168,-60
2129,145592,214408,15031,15154,-84
2130,145758,214242,15238,15072,114
2131,145599,214401,15234,15393,-109
2132,145867,214133,15577,15309,184
2133,145808,214192,15184,15243,-40
2134,146075,213925,15349,15082,183
2135,145852,214148,14958,15181,-152
2136,145721,214279,15004,15135,-89
2137,145631,214369,15076,15166,-61
2138,145801,214199,15158,14988,116
2139,145949,214051,15139,14991,101
2140,145714,214286,14970,15205,-161
2141,145712,214288,15122,15124,-1
2142,145673,214327,14928,14967,-26
2143,145888,214112,15008,14793,147
2144,145835,214165,14986,15039,-36
2145,145734,214266,15029,15130,-69
2146,145545,214455,15019,15208,-129
2147,145758,214242,15114,14901,146
2148,145693,214307,15038,15103,-44
2149,145794,214206,15011,14910,69
2150,145680,214320,14978,15092,-78
2151,145917,214083,15171,14934,162
2152,145737,214263,14996,15176,-123
2153,145496,214504,14927,15168,-165
2154,145709,214291,15197,14984,146
2155,145771,214229,15176,15114,42
2156,145749,214251,14998,15020,-15
2157,145433,214567,14984,15300,-216
2158,145543,214457,15254,15144,75
2159,145485,214515,15087,15145,-39
2160,145555,214445,15127,15057,48
2161,145561,214439,15153,15147,4
2162,145550,214450,15129,15140,-7
2163,145650,214350,15142,15042,68
2164,145718,214282,15086,15018,46
2165,145862,214138,15185,15041,98
2166,145896,214104,15264,15230,23
2167,145698,214302,14939,15137,-135
2168,146013,213987,15281,14966,216
2169,145959,214041,15098,15152,-36
2170,145687,214313,15081,15353,-186
2171,145540,214460,15015,15162,-100
2172,145425,214575,15034,15149,-79
2173,145725,214275,15140,14840,206
2174,145490,214510,14931,15166,-161
2175,145428,214572,15069,15131,-42
2176,145545,214455,15162,15045,80
2177,145335,214665,15155,15365,-144
2178,145281,214719,15020,15074,-37
2179,145226,214774,15056,15111,-37
2180,145225,214775,15045,15046,0
2181,145342,214658,15099,14982,80
2182,145639,214361,15204,14907,204
2183,145268,214732,14897,15268,-254
2184,145076,214924,14956,15148,-132
2185,145096,214904,15096,15076,13
2186,145244,214756,15162,15014,102
2187,145142,214858,15001,15103,-70
2188,145077,214923,15032,15097,-44
2189,145622,214378,15353,14808,375
2190,145496,214504,15052,15178,-86
2191,145405,214595,15026,15117,-62
2192,145339,214661,15260,15326,-45
2193,145399,214601,15261,15201,41
2194,145746,214254,15388,15041,238
2195,145491,214509,15194,15449,-174
2196,145830,214170,15542,15203,233
2197,145449,214551,14858,15239,-261
2198,145504,214496,15015,14960,37
2199,145557,214443,15143,15090,36
2200,145775,214225,15192,14974,149
2201,145704,214296,15132,15203,-48
2202,145520,214480,15024,15208,-126
2203,145607,214393,15080,14993,59
2204,145476,214524,14937,15068,-89
2205,145782,214218,15261,14955,210
2206,145892,214108,15158,15048,75
2207,145582,214418,14937,15247,-212
2208,145725,214275,15155,15012,98
2209,145709,214291,15113,15129,-10
2210,145706,214294,15076,15079,-2
2211,145739,214261,15224,15191,22
2212,145839,214161,15128,15028,68
2213,145926,214074,15076,14989,59
2214,145775,214225,14938,15089,-103
2215,145735,214265,15146,15186,-27
2216,145923,214077,15071,14883,129
2217,146214,213786,15290,14999,199
2218,146157,213843,15272,15329,-38
2219,145983,214017,15043,15217,-119
2220,145711,214289,15007,15279,-186
2221,145890,214110,15230,15051,122
2222,145720,214280,14958,15128,-116
2223,145835,214165,15049,14934,78
2224,145818,214182,14929,14946,-11
2225,145878,214122,15006,14946,41
2226,146207,213793,15257,14928,225
2227,146234,213766,15065,15038,18
2228,146291,213709,15014,14957,38
2229,145939,214061,14865,15217,-240
2230,146208,213792,15100,14831,184
2231,146028,213972,14981,15161,-123
2232,145991,214009,15104,15141,-25
2233,145954,214046,14947,14984,-25
2234,145641,214359,14737,15050,-214
2235,145672,214328,15095,15064,21
2236,145786,214214,15186,15072,78
2237,146019,213981,15226,14993,159
2238,145700,214300,14916,15235,-218
2239,145612,214388,14927,15015,-60
2240,145768,214232,15007,14851,107
2241,145570,214430,14953,15151,-135
2242,145706,214294,15151,15015,93
2243,145393,214607,14777,15090,-214
2244,145487,214513,15092,14998,64
2245,145502,214498,14979,14964,10
2246,145580,214420,15042,14964,53
2247,145396,214604,14969,15153,-126
2248,145184,214816,14990,15202,-145
2249,145243,214757,15089,15030,40
2250,145095,214905,14958,15106,-101
2251,145331,214669,15132,14896,162
2252,145144,214856,14968,15155,-128
2253,145395,214605,15343,15092,172
2254,145497,214503,15235,15133,70
2255,145547,214453,15328,15278,34
2256,145214,214786,15096,15429,-228
2257,145341,214659,15192,15065,87
2258,145344,214656,15083,15080,2
2259,145261,214739,15043,15126,-57
2260,145051,214949,15101,15311,-144
2261,144815,215185,15165,15401,-162
2262,144932,215068,15276,15159,80
2263,144882,215118,15167,15217,-34
2264,144992,215008,15275,15165,75
2265,145165,214835,15328,15155,119
2266,144799,215201,15062,15428,-252
2267,144937,215063,15300,15162,95
2268,145245,214755,15370,15062,212
2269,144942,215058,15140,15443,-208
2270,144888,215112,15155,15209,-37
2271,144805,215195,15149,15232,-57
2272,145104,214896,15308,15009,206
2273,145192,214808,15375,15287,60
2274,145018,214982,15147,15321,-119
2275,144811,215189,15209,15416,-142
2276,144721,215279,15185,15275,-62
2277,145226,214774,15511,15006,348
2278,145138,214862,15226,15314,-60
2279,144945,215055,15090,15283,-132
2280,145024,214976,15154,15075,54
2281,144866,215134,15139,15297,-108
2282,145028,214972,15361,15199,111
2283,145019,214981,15186,15195,-6
2284,144944,215056,15136,15211,-51
2285,145175,214825,15358,15127,159
2286,145281,214719,15370,15264,73
2287,145342,214658,15349,15288,41
2288,145140,214860,14989,15191,-138
2289,145196,214804,15123,15067,38
2290,145067,214933,14902,15031,-88
2291,145264,214736,15014,14817,135
2292,145269,214731,15076,15071,3
2293,145240,214760,15148,15177,-19
2294,145417,214583,15147,14970,121
2295,145281,214719,15215,15351,-93
2296,145512,214488,15445,15214,159
2297,145358,214642,15269,15423,-105
2298,145495,214505,15232,15095,94
2299,145422,214578,15211,15284,-50
2300,145658,214342,15338,15102,162
2301,145415,214585,14958,15201,-166
2302,145553,214447,15278,15140,94
2303,145603,214397,15282,15232,34
2304,145717,214283,15334,15220,78
2305,145620,214380,15206,15303,-66
2306,145485,214515,15236,15371,-92
2307,145582,214418,15223,15126,66
2308,145725,214275,15122,14979,98
2309,145672,214328,15147,15200,-36
2310,145901,214099,15381,15152,157
2311,145845,214155,15174,15230,-38
2312,145763,214237,15239,15321,-56
2313,145648,214352,15096,15211,-78
2314,146025,213975,15383,15006,258
2315,145561,214439,15129,15593,-317
2316,145851,214149,15429,15139,199
2317,145828,214172,15413,15436,-15
2318,145818,214182,15242,15252,-6
2319,146030,213970,15185,14973,145
2320,146119,213881,15225,15136,60
2321,145987,214013,15026,15158,-90
2322,145845,214155,15072,15214,-97
2323,145871,214129,15095,15069,17
2324,145876,214124,15063,15058,3
2325,145786,214214,15004,15094,-61
2326,145852,214148,14940,14874,45
2327,145825,214175,15001,15028,-18
2328,145660,214340,14778,14943,-113
2329,145782,214218,14914,14792,83
2330,145564,214436,14842,15060,-149
2331,145631,214369,15013,14946,46
2332,145766,214234,14979,14844,92
2333,145670,214330,14859,14955,-65
2334,145507,214493,15044,15207,-111
2335,145325,214675,14958,15140,-125
2336,145506,214494,14996,14815,124
2337,145609,214391,15130,15027,70
2338,145899,214101,15194,14904,199
2339,145762,214238,14931,15068,-93
2340,145675,214325,15022,15109,-59
2341,145903,214097,15322,15094,156
2342,145853,214147,15106,15156,-34
2343,145970,214030,15099,14982,80
2344,145901,214099,15141,15210,-47
2345,145466,214534,14830,15265,-298
2346,145438,214562,15075,15103,-19
2347,145773,214227,15248,14913,230
2348,145604,214396,15083,15252,-115
2349,145495,214505,15117,15226,-74
2350,145775,214225,15288,15008,192
2351,145943,214057,15335,15167,115
2352,145927,214073,15093,15109,-10
2353,145968,214032,15245,15204,28
2354,145995,214005,15204,15177,18
2355,145886,214114,15105,15214,-74
2356,145836,214164,15012,15062,-34
2357,145945,214055,15212,15103,74
2358,145949,214051,15151,15147,2
2359,145737,214263,14987,15199,-145
2360,145725,214275,15182,15194,-8
2361,145835,214165,15123,15013,75
2362,145851,214149,14982,14966,10
2363,145605,214395,15026,15272,-168
2364,145775,214225,15291,15121,116
2365,145719,214281,15028,15084,-38
2366,145925,214075,15128,14922,141
2367,145707,214293,14823,15041,-149
2368,145789,214211,15145,15063,56
2369,146024,213976,15271,15036,161
2370,146167,213833,15184,15041,97
2371,145936,214064,15178,15409,-158
2372,146009,213991,15066,14993,50
2373,145609,214391,14911,15311,-273
2374,145431,214569,14883,15061,-122
2375,145679,214321,15145,14897,170
2376,145656,214344,15215,15238,-15
2377,145651,214349,15137,15142,-3
2378,145859,214141,15296,15088,142
2379,145703,214297,15034,15190,-106
2380,145446,214554,15177,15434,-176
2381,145499,214501,15218,15165,36
2382,145226,214774,15015,15288,-187
2383,145371,214629,15310,15165,99
2384,145163,214837,15093,15301,-143
2385,145374,214626,15124,14913,145
2386,145447,214553,15198,15125,50
2387,145646,214354,15223,15024,136
2388,145598,214402,15232,15280,-32
2389,145785,214215,15247,15060,128
2390,145707,214293,15256,15334,-53
2391,145355,214645,15117,15469,-241
2392,145761,214239,15434,15028,279
2393,145552,214448,14870,15079,-143
2394,145446,214554,15000,15106,-72
2395,145580,214420,15093,14959,92
2396,145522,214478,14905,14963,-39
2397,145594,214406,15036,14964,49
2398,145462,214538,14979,15111,-90
2399,145486,214514,15081,15057,16
2400,145384,214616,15041,15143,-70
2401,145429,214571,15040,14995,30
2402,145560,214440,15153,15022,90
2403,145361,214639,15021,15220,-136
2404,145331,214669,15052,15082,-20
2405,145217,214783,15072,15186,-78
2406,145450,214550,15411,15178,160
2407,145407,214593,15186,15229,-29
2408,145585,214415,15247,15069,122
2409,145561,214439,15050,15074,-16
2410,145720,214280,15241,15082,109
2411,145376,214624,14917,15261,-236
2412,145539,214461,15243,15080,112
2413,145838,214162,15380,15081,205
2414,145836,214164,15213,15215,-1
2415,145606,214394,14914,15144,-157
2416,145782,214218,15198,15022,120
2417,145687,214313,14980,15075,-65
2418,145609,214391,15027,15105,-53
2419,145615,214385,15224,15218,4
2420,145699,214301,15175,15091,57
2421,145682,214318,15234,15251,-11
2422,145632,214368,15030,15080,-34
2423,145582,214418,15147,15197,-34
2424,145580,214420,15211,15213,-1
2425,145515,214485,15045,15110,-44
2426,145390,214610,14905,15030,-85
2427,145318,214682,15192,15264,-49
2428,145276,214724,15115,15157,-28
2429,145347,214653,15173,15102,48
2430,145182,214818,14848,15013,-113
2431,145462,214538,15308,15028,192
2432,145203,214797,14977,15236,-178
2433,145280,214720,15056,14979,53
2434,145425,214575,15262,15117,99
2435,145353,214647,15088,15160,-49
2436,145350,214650,15030,15033,-2
2437,145354,214646,15015,15011,2
2438,145324,214676,14954,14984,-20
2439,145413,214587,14995,14906,61
2440,145300,214700,14852,14965,-77
2441,145265,214735,15135,15170,-24
2442,145373,214627,15125,15017,74
2443,145031,214969,15040,15382,-235
2444,145150,214850,15183,15064,82
2445,145288,214712,15159,15021,95
2446,145103,214897,15180,15365,-127
2447,145139,214861,15176,15140,24
2448,144807,215193,14980,15312,-228
2449,144809,215191,15149,15147,1
2450,144792,215208,15095,15112,-11
2451,145077,214923,15234,14949,196
2452,145078,214922,15076,15075,0
2453,144985,215015,15027,15120,-64
2454,144992,215008,15114,15107,4
2455,145059,214941,15195,15128,46
2456,144959,215041,15038,15138,-68
2457,144852,215148,15024,15131,-73
2458,144923,215077,15092,15021,49
2459,144728,215272,15083,15278,-134
2460,144864,215136,15116,14980,93
2461,144765,215235,14926,15025,-68
2462,145002,214998,15185,14948,163
2463,144907,215093,15098,15193,-65
2464,144976,215024,15243,15174,47
2465,145081,214919,15019,14914,72
2466,145020,214980,15039,15100,-42
2467,145198,214802,15128,14950,122
2468,144964,215036,14948,15182,-161
2469,145052,214948,15071,14983,60
2470,145271,214729,15273,15054,150
2471,145004,214996,15062,15329,-183
2472,145295,214705,15192,14901,200
2473,145480,214520,15238,15053,127
2474,145540,214460,15107,15047,41
2475,145422,214578,14867,14985,-81
2476,145653,214347,15280,15049,158
2477,145417,214583,14987,15223,-162
2478,145416,214584,15098,15099,0
2479,145436,214564,15146,15126,13
2480,145571,214429,15089,14954,92
2481,145396,214604,15109,15284,-120
2482,145540,214460,15197,15053,99
2483,145473,214527,15050,15117,-46
2484,145415,214585,15057,15115,-39
2485,145580,214420,15233,15068,113
2486,145395,214605,15067,15252,-127
2487,145440,214560,15237,15192,30
2488,145349,214651,14997,15088,-62
2489,145138,214862,15051,15262,-145
2490,145385,214615,15270,15023,170
2491,145446,214554,15118,15057,41
2492,145524,214476,15169,15091,53
2493,145663,214337,15272,15133,95
2494,145628,214372,15230,15265,-24
2495,145342,214658,14920,15206,-196
2496,145942,214058,15495,14895,412
2497,145747,214253,15025,15220,-133
2498,145587,214413,15031,15191,-109
2499,145548,214452,15102,15141,-26
2500,145544,214456,15048,15052,-2
2501,145739,214261,15305,15110,133
2502,145863,214137,15101,14977,85
2503,145977,214023,15220,15106,78
2504,146051,213949,15105,15031,50
2505,145845,214155,14916,15122,-141
2506,145963,214037,15203,15085,80
2507,145916,214084,15039,15086,-32
2508,146036,213964,15173,15053,82
2509,145900,214100,15093,15229,-93
2510,146009,213991,15131,15022,74
2511,145686,214314,14904,15227,-221
2512,145538,214462,14961,15109,-101
2513,145487,214513,15001,15052,-35
2514,145721,214279,15129,14895,160
2515,145835,214165,15057,14943,78
2516,145435,214565,14922,15322,-274
2517,145432,214568,14946,14949,-2
2518,145459,214541,14971,14944,18
2519,145673,214327,14945,14731,147
2520,145982,214018,15207,14898,212
2521,145491,214509,14686,15177,-336
2522,145664,214336,15018,14845,118
2523,145947,214053,15082,14799,194
2524,145764,214236,14850,15033,-125
2525,145656,214344,14892,15000,-74
2526,145808,214192,15146,14994,104
2527,145703,214297,15182,15287,-72
2528,145601,214399,15109,15211,-70
2529,145542,214458,15085,15144,-40
2530,145641,214359,15091,14992,68
2531,145473,214527,15012,15180,-115
2532,146108,213892,15506,14871,436
2533,145878,214122,15030,15260,-157
2534,145815,214185,15178,15241,-43
2535,145910,214090,15293,15198,65
2536,145954,214046,15097,15053,30
2537,145700,214300,15017,15271,-174
2538,145637,214363,15186,15249,-43
2539,145642,214358,15250,15245,3
2540,145449,214551,15021,15214,-132
2541,145613,214387,15248,15084,112
2542,145671,214329,15273,15215,39
2543,145470,214530,15012,15213,-137
2544,145624,214376,15448,15294,105
2545,145746,214254,15336,15214,83
2546,145860,214140,15298,15184,78
2547,145787,214213,15114,15187,-50
2548,145955,214045,15059,14891,115
2549,145558,214442,14850,15247,-272
2550,145682,214318,15193,15069,85
2551,145764,214236,15200,15118,56
2552,145460,214540,15115,15419,-208
2553,145536,214464,15345,15269,52
2554,145706,214294,15376,15206,116
2555,145551,214449,15170,15325,-106
2556,145682,214318,15242,15111,90
2557,145605,214395,14983,15060,-52
2558,145720,214280,14983,14868,78
2559,145769,214231,15020,14971,33
2560,145612,214388,15204,15361,-107
2561,145612,214388,15107,15107,0
2562,145867,214133,15215,14960,175
2563,145738,214262,14998,15127,-88
2564,145668,214332,15219,15289,-48
2565,145860,214140,15216,15024,131
2566,145729,214271,15137,15268,-89
2567,145806,214194,15159,15082,52
2568,145733,214267,15121,15194,-50
2569,145693,214307,15174,15214,-27
2570,145448,214552,14993,15238,-168
2571,145786,214214,15298,14960,232
2572,145639,214361,15156,15303,-100
2573,145741,214259,15186,15084,70
2574,145845,214155,15157,15053,71
2575,145705,214295,14907,15047,-95
2576,145990,214010,15135,14850,195
2577,145641,214359,14910,15259,-239
2578,145339,214661,14927,15229,-207
2579,145514,214486,15207,15032,120
2580,145422,214578,15043,15135,-63
2581,145542,214458,15091,14971,82
2582,145426,214574,15045,15161,-79
2583,145661,214339,15099,14864,161
2584,145759,214241,15136,15038,67
2585,145444,214556,14954,15269,-216
2586,145574,214426,15051,14921,89
2587,145622,214378,15195,15147,32
2588,145420,214580,15004,15206,-138
2589,145808,214192,15233,14845,266
2590,145747,214253,15011,15072,-41
2591,145635,214365,14928,15040,-76
2592,145476,214524,14902,15061,-109
2593,145562,214438,15015,14929,59
2594,145807,214193,15246,15001,168
2595,145658,214342,15007,15156,-102
2596,145535,214465,14890,15013,-84
2597,145595,214405,15128,15068,41
2598,145712,214288,15166,15049,80
2599,145852,214148,15137,14997,96
2600,145607,214393,15030,15275,-167
2601,145674,214326,15071,15004,46
2602,145643,214357,15013,15044,-21
2603,145589,214411,15079,15133,-37
2604,145935,214065,15337,14991,237
2605,145626,214374,14875,15184,-211
2606,145794,214206,15101,14933,115
2607,145712,214288,15104,15186,-56
2608,145871,214129,15292,15133,109
2609,145679,214321,14962,15154,-131
2610,145741,214259,15128,15066,42
2611,145962,214038,15200,14979,151
2612,145532,214468,14997,15427,-294
2613,145664,214336,15177,15045,90
2614,145885,214115,15044,14823,151
2615,146004,213996,15245,15126,81
2616,145715,214285,14974,15263,-197
2617,145660,214340,15009,15064,-37
2618,145747,214253,15004,14917,59
2619,145543,214457,15045,15249,-139
2620,146012,213988,15155,14686,322
2621,145813,214187,14921,15120,-136
2622,145951,214049,15110,14972,94
2623,146153,213847,15244,15042,138
2624,145775,214225,14912,15290,-258
2625,145681,214319,15085,15179,-64
2626,145719,214281,15128,15090,26
2627,145731,214269,15153,15141,8
2628,145735,214265,15168,15164,2
2629,145514,214486,14996,15217,-151
2630,145432,214568,15005,15087,-56
2631,145384,214616,15047,15095,-33
2632,145413,214587,15108,15079,19
2633,145679,214321,15332,15066,182
2634,145169,214831,15000,15510,-350
2635,145319,214681,15242,15092,103
2636,145588,214412,15330,15061,185
2637,145621,214379,15249,15216,22
2638,145487,214513,15045,15179,-92
2639,145315,214685,15060,15232,-118
2640,145306,214694,15229,15238,-6
2641,145246,214754,15158,15218,-41
2642,144875,215125,14922,15293,-255
2643,144829,215171,15146,15192,-31
2644,145126,214874,15333,15036,205
2645,145214,214786,15097,15009,60
2646,145250,214750,15217,15181,24
2647,145178,214822,15196,15268,-49
2648,145171,214829,15288,15295,-4
2649,145241,214759,15273,15203,48
2650,145369,214631,15311,15183,88
2651,145469,214531,15091,14991,68
2652,145447,214553,15145,15167,-15
2653,145507,214493,15192,15132,41
2654,145624,214376,15214,15097,80
2655,145826,214174,15183,14981,138
2656,145934,214066,15291,15183,74
2657,145714,214286,15062,15282,-150
2658,145728,214272,15076,15062,9
2659,145476,214524,14996,15248,-172
2660,145428,214572,15042,15090,-32
2661,145440,214560,15044,15032,8
2662,145658,214342,15211,14993,149
2663,145513,214487,14868,15013,-99
2664,145462,214538,14955,15006,-35
2665,145411,214589,14892,14943,-35
2666,145615,214385,15108,14904,140
2667,145564,214436,15032,15083,-35
2668,145705,214295,15297,15156,96
2669,145818,214182,15313,15200,77
2670,145564,214436,15089,15343,-174
2671,145502,214498,15188,15250,-42
2672,145702,214298,15273,15073,137
2673,145643,214357,15161,15220,-40
2674,145530,214470,15098,15211,-77
2675,145799,214201,15306,15037,184
2676,145690,214310,15107,15216,-74
2677,145902,214098,15293,15081,145
2678,145818,214182,15089,15173,-57
2679,146129,213871,15303,14992,213
2680,146090,213910,15121,15160,-26
2681,145836,214164,14889,15143,-173
2682,145863,214137,15080,15053,18
2683,145688,214312,15093,15268,-119
2684,145739,214261,15269,15218,35
2685,145798,214202,15117,15058,40
2686,145866,214134,15278,15210,46
2687,145909,214091,15156,15113,29
2688,145724,214276,15081,15266,-126
2689,145575,214425,14945,15094,-102
2690,145559,214441,15126,15142,-10
2691,145603,214397,14930,14886,30
2692,145552,214448,15027,15078,-35
2693,145610,214390,14979,14921,39
2694,145363,214637,14779,15026,-169
2695,145499,214501,14990,14854,93
2696,145762,214238,15100,14837,180
2697,146040,213960,15309,15031,190
2698,145979,214021,15115,15176,-41
2699,145704,214296,15026,15301,-188
2700,145484,214516,15052,15272,-150
2701,145454,214546,15006,15036,-20
2702,145213,214787,14971,15212,-165
2703,145319,214681,15015,14909,72
2704,145388,214612,15093,15024,47
2705,145216,214784,15080,15252,-118
2706,145300,214700,15141,15057,57
2707,145110,214890,14869,15059,-130
2708,145099,214901,15113,15124,-7
2709,145414,214586,15384,15069,217
2710,145426,214574,15099,15087,8
2711,145430,214570,15022,15018,2
2712,145559,214441,15094,14965,88
2713,145514,214486,15050,15095,-30
2714,145567,214433,15117,15064,36
2715,145792,214208,15210,14985,154
2716,145523,214477,14934,15203,-184
2717,145194,214806,14743,15072,-226
2718,145321,214679,15040,14913,87
2719,145297,214703,14981,15005,-16
2720,145325,214675,15038,15010,19
2721,145464,214536,15098,14959,95
2722,145610,214390,15148,15002,100
2723,145751,214249,15184,15043,96
2724,145516,214484,15069,15304,-161
2725,145545,214455,15120,15091,19
2726,145908,214092,15159,14796,249
2727,145878,214122,15147,15177,-20
2728,145758,214242,15011,15131,-82
2729,145734,214266,14959,14983,-16
2730,145684,214316,14896,14946,-34
2731,145554,214446,14874,15004,-89
2732,145474,214526,15020,15100,-54
2733,145422,214578,14892,14944,-35
2734,145312,214688,14984,15094,-75
2735,145348,214652,15169,15133,24
2736,145262,214738,15033,15119,-59
2737,145215,214785,15049,15096,-32
2738,145352,214648,15255,15118,94
2739,145288,214712,15150,15214,-44
2740,145243,214757,14999,15044,-30
2741,145068,214932,14937,15112,-120
2742,145183,214817,15165,15050,79
2743,145439,214561,15370,15114,176
2744,144960,215040,14897,15376,-329
2745,145140,214860,15241,15061,124
2746,145512,214488,15240,14868,256
2747,145411,214589,15162,15263,-69
2748,145345,214655,15043,15109,-45
2749,145378,214622,15116,15083,22
2750,145477,214523,15196,15097,68
2751,145216,214784,15062,15323,-179
2752,145442,214558,15117,14891,155
2753,145436,214564,15060,15066,-4
2754,145397,214603,14990,15029,-26
2755,145328,214672,15108,15177,-47
2756,145343,214657,15186,15171,10
2757,145176,214824,14808,14975,-114
2758,145433,214567,15090,14833,177
2759,145158,214842,14994,15269,-189
2760,144944,215056,14976,15190,-147
2761,145160,214840,15200,14984,149
2762,144968,215032,15098,15290,-132
2763,145439,214561,15440,14969,324
2764,145186,214814,15003,15256,-173
2765,145479,214521,15494,15201,201
2766,145268,214732,15154,15365,-145
2767,145215,214785,15178,15231,-36
2768,145370,214630,15252,15097,106
2769,145236,214764,15217,15351,-92
2770,145367,214633,15216,15085,90
2771,145544,214456,15257,15080,121
2772,145632,214368,15088,15000,60
2773,145545,214455,15219,15306,-59
2774,145755,214245,15142,14932,144
2775,145629,214371,15021,15147,-86
2776,145831,214169,15357,15155,138
2777,145313,214687,15106,15624,-355
2778,145352,214648,15414,15375,26
2779,145166,214834,15229,15415,-127
2780,145492,214508,15403,15077,224
2781,145362,214638,15100,15230,-89
2782,145320,214680,15197,15239,-28
2783,145313,214687,15125,15132,-4
2784,145379,214621,15052,14986,45
2785,145515,214485,15090,14954,93
2786,145808,214192,15269,14976,201
2787,145661,214339,15032,15179,-100
2788,145752,214248,15187,15096,62
2789,145761,214239,14994,14985,6
2790,145445,214555,14821,15137,-216
2791,145593,214407,15241,15093,101
2792,145766,214234,15388,15215,118
2793,145509,214491,15073,15330,-176
2794,145466,214534,15069,15112,-29
2795,145850,214150,15343,14959,263
2796,145568,214432,15094,15376,-193
2797,145734,214266,15252,15086,114
2798,145798,214202,15124,15060,43
2799,145956,214044,15190,15032,108
2800,145801,214199,15118,15273,-106
2801,145839,214161,15173,15135,26
2802,145939,214061,14910,14810,68
2803,145889,214111,14857,14907,-34
2804,145776,214224,15034,15147,-77
2805,145528,214472,14952,15200,-170
2806,145768,214232,15204,14964,164
2807,145682,214318,14959,15045,-58
2808,145374,214626,14773,15081,-211
2809,145471,214529,15134,15037,66
2810,145543,214457,15122,15050,49
2811,145440,214560,14906,15009,-70
2812,145505,214495,15076,15011,44
2813,145348,214652,14856,15013,-107
2814,145609,214391,15202,14941,179
2815,146059,213941,15278,14828,309
2816,145514,214486,14716,15261,-373
2817,145697,214303,15131,14948,125
2818,145514,214486,15186,15369,-125
2819,145369,214631,15227,15372,-99
2820,145747,214253,15354,14976,260
2821,145537,214463,15141,15351,-144
2822,145374,214626,15117,15280,-111
2823,145381,214619,15011,15004,4
2824,145297,214703,14981,15065,-57
2825,145273,214727,15032,15056,-16
2826,145483,214517,15096,14886,144
2827,145591,214409,15056,14948,74
2828,145470,214530,15199,15320,-83
2829,145437,214563,15293,15326,-22
2830,145610,214390,15367,15194,118
2831,145688,214312,15166,15088,53
2832,145442,214558,14957,15203,-168
2833,145407,214593,15172,15207,-24
2834,145335,214665,15062,15134,-49
2835,145565,214435,15215,14985,158
2836,145503,214497,14994,15056,-42
2837,145189,214811,14983,15297,-215
2838,145179,214821,15029,15039,-6
2839,145104,214896,15118,15193,-51
2840,145131,214869,14964,14937,18
2841,145385,214615,15197,14943,175
2842,145428,214572,15148,15105,29
2843,145567,214433,15169,15030,95
2844,145296,214704,14895,15166,-186
2845,145586,214414,15008,14718,199
2846,145510,214490,14926,15002,-52
2847,145881,214119,15099,14728,254
2848,145689,214311,14952,15144,-131
2849,145746,214254,15062,15005,39
2850,145861,214139,15096,14981,78
2851,145712,214288,14942,15091,-102
2852,145750,214250,14908,14870,26
2853,145539,214461,14793,15004,-144
2854,145403,214597,14957,15093,-93
2855,145405,214595,15157,15155,1
2856,145410,214590,15022,15017,3
2857,145541,214459,15111,14980,90
2858,145368,214632,14815,14988,-118
2859,145247,214753,14800,14921,-83
2860,145250,214750,14899,14896,2
2861,145388,214612,14950,14812,95
2862,145482,214518,15049,14955,64
2863,145523,214477,15046,15005,28
2864,145626,214374,15081,14978,70
2865,145611,214389,15090,15105,-10
2866,145429,214571,15037,15219,-124
2867,145420,214580,15110,15119,-6
2868,145298,214702,15040,15162,-83
2869,145071,214929,15037,15264,-156
2870,145240,214760,15159,14990,116
2871,145020,214980,14981,15201,-151
2872,145148,214852,15240,15112,88
2873,144979,215021,14917,15086,-116
2874,145202,214798,15210,14987,153
2875,145062,214938,14869,15009,-96
2876,145177,214823,15233,15118,79
2877,145277,214723,15220,15120,68
2878,145364,214636,15045,14958,59
2879,145443,214557,15039,14960,54
2880,145599,214401,15051,14895,107
2881,145586,214414,14945,14958,-8
2882,145538,214462,15174,15222,-32
2883,145417,214583,14958,15079,-83
2884,145470,214530,15037,14984,36
2885,145485,214515,15099,15084,10
2886,145820,214180,15354,15019,230
2887,145333,214667,15088,15575,-333
2888,145505,214495,15188,15016,118
2889,145289,214711,15091,15307,-148
2890,145350,214650,15132,15071,41
2891,145009,214991,14906,15247,-234
2892,145361,214639,15260,14908,242
2893,145299,214701,15280,15342,-42
2894,145412,214588,15317,15204,77
2895,145338,214662,15148,15222,-50
2896,145348,214652,15072,15062,6
2897,145591,214409,15298,15055,167
2898,145518,214482,15272,15345,-50
2899,145446,214554,15111,15183,-49
2900,145649,214351,15196,14993,139
2901,145757,214243,15179,15071,74
2902,145878,214122,15360,15239,83
2903,146035,213965,15246,15089,107
2904,146098,213902,15190,15127,43
2905,146220,213780,15209,15087,83
2906,145963,214037,15102,15359,-175
2907,145793,214207,15058,15228,-116
2908,146173,213827,15122,14742,260
2909,146331,213669,15053,14895,108
2910,146100,213900,14937,15168,-157
